City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Hyderabad,28/11/2019,74.49,141.9,8.62,49.64,30.01,13.02,0.88,7.11,27.41,3.02,17.04,146,Moderate
Hyderabad,29/11/2019,62.42,117.76,7.57,44.76,29.05,16.02,0.79,5.44,28.58,1.51,9.39,129,Moderate
Hyderabad,30/11/2019,63.81,129.5,6,40.93,26.28,17.83,0.79,5.9,24.91,2.6,14.28,127,Moderate
Hyderabad,01/12/2019,61.97,115.41,7.3,32.04,22.23,14.62,0.7,5.92,23.4,5.02,24.32,127,Moderate
Hyderabad,02/12/2019,45.57,78.45,7.03,26.88,19.45,13.54,0.61,5.01,22.17,1.72,10.22,92,Satisfactory
Hyderabad,03/12/2019,47.66,80.56,7.56,36.08,24.79,12.29,0.75,5.45,20.1,1.44,7.89,75,Satisfactory
Hyderabad,04/12/2019,79.37,134.99,7.67,38.31,25.8,14.17,0.81,5.55,30.71,2.21,10.15,144,Moderate
Hyderabad,05/12/2019,82.44,152.49,10.1,47.96,32.55,15.47,0.92,8.32,27.09,2.88,18.28,172,Moderate
Hyderabad,06/12/2019,85.82,164.16,11.81,46.9,32.85,15.81,0.86,8.61,30.81,3.19,23.71,178,Moderate
Hyderabad,07/12/2019,83.29,152.67,10.13,49.14,33.08,14.05,0.82,6.63,33.25,2.05,12.27,186,Moderate
Hyderabad,08/12/2019,67.07,126.99,10.2,42.75,29.65,14.96,0.83,5.88,27.28,2.53,14.6,156,Moderate
Hyderabad,09/12/2019,57.77,111.21,9.93,41.58,28.47,16.72,0.89,5.62,24.99,1.58,8.23,119,Moderate
Hyderabad,10/12/2019,58.14,116.77,12.36,43.91,31.49,14.78,0.86,6.12,24.18,2.83,21.08,117,Moderate
Hyderabad,11/12/2019,64.73,122.45,14.33,45.83,36.44,14.38,0.92,5.73,26.62,2.04,12.16,125,Moderate
Hyderabad,12/12/2019,55.77,109.27,10.17,44.15,30.6,13.92,0.78,5.58,23.84,1.89,11.47,125,Moderate
Hyderabad,13/12/2019,31.86,69.75,8.63,32.41,23.17,13.97,0.61,5.87,26.76,0.98,6.4,85,Satisfactory
Hyderabad,14/12/2019,40.8,83.56,8.88,35.37,24.88,14.5,0.67,5.14,26.37,1.12,5.69,78,Satisfactory
Hyderabad,15/12/2019,43.43,78.64,7.88,31.45,22.09,14.16,0.66,4.87,27.3,0.82,3.42,87,Satisfactory
Hyderabad,16/12/2019,50.84,100.38,8.91,39.89,27.36,14.67,0.75,5.05,25.47,0.93,4.9,96,Satisfactory
Hyderabad,17/12/2019,69.16,129.71,13.06,45.94,33.48,17.47,0.84,6.06,24.37,1.48,9.42,120,Moderate
Hyderabad,18/12/2019,75.72,146.93,16.08,48.4,37.04,19.48,0.91,6.88,24.3,2,12.35,150,Moderate
Hyderabad,19/12/2019,75.66,147.41,12.24,45.84,32.73,17.5,0.92,5.69,25.57,0.97,5.65,147,Moderate
Hyderabad,20/12/2019,78.86,152.23,15.73,52.39,38.9,17.39,1,8.96,25.49,1.18,9.52,151,Moderate
Hyderabad,21/12/2019,82.1,156.27,14.3,45.79,33.96,18.8,0.84,7.61,31.18,1.01,6.8,172,Moderate
Hyderabad,22/12/2019,77.15,141.72,9.68,41.34,28.6,19.15,0.66,6.27,28.57,1.12,5.17,166,Moderate
Hyderabad,23/12/2019,74.42,132.56,8.99,41.57,28.3,16.81,0.73,5.84,30.37,1.17,6.71,157,Moderate
Hyderabad,24/12/2019,62.38,109.07,8.67,34.51,24.29,14.8,0.63,5.24,32.49,0.64,3.59,130,Moderate
Hyderabad,25/12/2019,72.06,123.2,8.46,33,23.25,14.82,0.74,4.73,34.33,0.56,2.35,131,Moderate
Hyderabad,26/12/2019,62.79,114.8,9.47,33.93,24.52,13.26,0.75,5.43,29.67,0.62,3.18,128,Moderate
Hyderabad,27/12/2019,56.3,119.06,10.23,36.66,26.15,13.04,0.73,6.89,26.83,0.68,3.52,119,Moderate
Hyderabad,28/12/2019,73.73,141.13,10.37,39.62,28.11,13.24,0.72,14.5,31.39,0.59,5.07,130,Moderate
Hyderabad,29/12/2019,80.23,149.05,11.11,44.53,31.18,13.85,0.79,10.51,32.58,0.84,4.6,158,Moderate
Hyderabad,30/12/2019,72.02,127.34,11.1,36.32,26.86,13.41,0.81,6.71,36.01,0.66,1.69,143,Moderate
Hyderabad,31/12/2019,47.37,82.17,8.73,30.94,22.41,14.24,0.68,5.25,30.96,0.68,1.91,107,Moderate
Hyderabad,01/01/2020,41.19,69.42,8.24,25.88,19.3,13.79,0.65,4.18,28.71,0.36,1.15,82,Satisfactory
Hyderabad,02/01/2020,30.8,56,8.74,27.43,20.49,13.76,0.61,3.83,22.23,0.38,1.55,64,Satisfactory
Hyderabad,03/01/2020,33.09,57.88,8.11,25.24,18.87,13.49,0.57,5.53,22.63,0.41,1.42,64,Satisfactory
Hyderabad,04/01/2020,57.96,106.32,9.94,29.78,22.36,15.35,0.7,6.3,27.61,0.53,2.84,87,Satisfactory
Hyderabad,05/01/2020,64.52,113.98,10.67,34.05,24.59,15.44,0.57,17.49,29.06,0.59,3.64,112,Moderate
Hyderabad,06/01/2020,56.86,101.12,9.19,36.85,25.69,13.85,0.75,11.39,26.58,0.54,2.94,125,Moderate
Hyderabad,07/01/2020,51.1,89.73,8.09,30.38,21.53,13.18,0.6,5.24,27.64,0.4,1.46,93,Satisfactory
Hyderabad,08/01/2020,40.04,74.46,8.75,25.03,19.35,12.15,0.45,6.19,26.31,0.41,1.32,82,Satisfactory
Hyderabad,09/01/2020,46.45,88.34,10.08,29.5,22.57,15.74,0.52,6.66,20.13,0.6,3.57,84,Satisfactory
Hyderabad,10/01/2020,74.35,129.65,8.75,29.58,21.49,16.41,0.52,8.8,30.67,0.49,4.03,123,Moderate
Hyderabad,11/01/2020,74.55,141.86,10.9,41.69,29.49,16.45,0.62,13.04,29.76,0.73,4.92,149,Moderate
Hyderabad,12/01/2020,67.37,137.74,13.05,42.49,30.97,17.71,0.57,14.43,29.52,0.67,3.21,140,Moderate
Hyderabad,13/01/2020,65.69,135.4,12.77,46.15,33.07,17.95,0.61,11.57,32.27,0.82,6.51,128,Moderate
Hyderabad,14/01/2020,72.24,139.44,4.8,40.97,25.37,23.48,0.63,5.04,41.27,0.47,2.26,134,Moderate
Hyderabad,15/01/2020,50.23,86.93,2.88,25.29,15.62,20.92,0.42,4.35,36.53,0.42,1.55,119,Moderate
Hyderabad,16/01/2020,35.28,65.41,2.81,22.05,13.92,18.35,0.38,5.35,33.42,0.27,1.26,76,Satisfactory
Hyderabad,17/01/2020,31.16,63.66,6.4,27.84,19.17,15.93,0.44,5.87,25.51,0.33,2.44,66,Satisfactory
Hyderabad,18/01/2020,35.01,74.36,10.46,29.5,22.59,14.58,0.48,5.17,25.43,0.21,1.61,69,Satisfactory
Hyderabad,19/01/2020,34.14,71.2,11.5,27.74,22,14.75,0.43,4.3,25.09,0.17,0.77,74,Satisfactory
Hyderabad,20/01/2020,39.98,83.38,11.41,30.46,23.89,16.02,0.47,4.75,25.95,0.2,0.99,77,Satisfactory
Hyderabad,21/01/2020,37.27,89.76,10.09,32.37,24.07,17.04,0.46,5.1,28.47,0.2,1.4,84,Satisfactory
Hyderabad,22/01/2020,38.79,85.47,10,31.8,23.56,17.7,0.48,5.74,27.79,0.16,1.29,84,Satisfactory
Hyderabad,23/01/2020,56.38,115.76,11.39,43.87,31.09,18.33,0.62,6.51,23.8,0.27,2.8,106,Moderate
Hyderabad,24/01/2020,63.09,128.53,16.57,49.49,37.99,19.87,0.66,7.58,21.9,0.37,3.09,125,Moderate
Hyderabad,25/01/2020,67.01,141.41,16.44,47.05,36.22,22.15,0.7,9.29,24.01,0.36,3.1,133,Moderate
Hyderabad,26/01/2020,62.52,138.48,16.82,43,34.1,22.36,0.63,8.08,26.27,0.32,2.77,131,Moderate
Hyderabad,27/01/2020,57.99,119.51,14.41,38.53,30.46,22.01,0.56,7.35,29.09,0.28,2.18,128,Moderate
Hyderabad,28/01/2020,51.37,105.71,11.61,29.77,23.94,22.99,0.45,9.14,36.31,0.24,2.23,107,Moderate
Hyderabad,29/01/2020,58.15,132.5,12.15,38.77,28.53,27.52,0.56,12.66,27.33,0.34,3.83,128,Moderate
Hyderabad,30/01/2020,68.2,149.58,15.2,36.66,29.56,24.9,0.57,12.68,32.23,0.3,2.88,126,Moderate
Hyderabad,31/01/2020,59.22,131.21,15.5,38.18,30.84,31.58,0.47,8.72,33.28,0.15,1.26,141,Moderate
Hyderabad,01/02/2020,38.88,83.63,13.41,40.69,30.19,44.44,0.4,5.26,23.6,0.1,0.64,99,Satisfactory
Hyderabad,02/02/2020,40.2,86.11,10.81,29.28,22.65,20.47,0.45,4.62,22.37,0.09,0.54,77,Satisfactory
Hyderabad,03/02/2020,36.94,79.23,11.29,30.21,24.72,19.85,0.42,4.14,19.82,0.15,0.92,76,Satisfactory
Hyderabad,04/02/2020,27.77,68.94,11.47,31.23,24.15,18.8,0.42,6.01,22.31,0.16,0.72,71,Satisfactory
Hyderabad,05/02/2020,32.73,79.91,12.03,34.88,26.52,18.89,0.44,4.73,20.87,0.14,0.77,70,Satisfactory
Hyderabad,06/02/2020,30.56,83.58,11.42,41.17,29.82,19.47,0.4,4.98,22.55,0.13,0.8,80,Satisfactory
Hyderabad,07/02/2020,32.21,85.67,10.06,28.37,21.89,16.24,0.39,4.61,28.54,0.08,0.42,80,Satisfactory
Hyderabad,08/02/2020,38.5,82.42,13.62,28.55,24.59,16.84,0.45,4.7,22.27,0.19,1.04,79,Satisfactory
Hyderabad,09/02/2020,41.49,67.47,12.81,27.11,23.16,16.83,0.49,5.98,17.12,0.32,1.5,82,Satisfactory
Hyderabad,10/02/2020,39.28,71.1,11.81,29.29,23.63,15.89,0.48,4.23,24.04,0.18,1.07,68,Satisfactory
Hyderabad,11/02/2020,42.7,80,11.16,29.93,23.38,15.85,0.49,4.72,30.41,0.16,0.9,75,Satisfactory
Hyderabad,12/02/2020,56.38,105.86,11.99,36.64,27.32,16.47,0.6,5.87,27.5,0.72,4.37,94,Satisfactory
Hyderabad,13/02/2020,61.85,130.5,14.13,43.3,32.56,17.28,0.6,9.22,28.73,1.6,9.64,122,Moderate
Hyderabad,14/02/2020,74.29,149.4,27.33,60.15,52.12,20.31,0.85,19.3,25.32,3.4,31.35,146,Moderate
Hyderabad,15/02/2020,66.96,142.86,28.85,57.58,51.8,22.58,0.8,13.19,27.56,3.77,29.6,154,Moderate
Hyderabad,16/02/2020,65.61,134.24,17.31,43.19,34.66,25.29,0.56,11.81,34.95,1.8,16.12,140,Moderate
Hyderabad,17/02/2020,59.75,138.05,18.42,44.99,35.83,24.82,0.63,10.93,29.88,1.65,11.19,126,Moderate
Hyderabad,18/02/2020,45.93,120.32,13,47.25,33.53,23.78,0.57,14.12,29.11,1.47,11.44,116,Moderate
Hyderabad,19/02/2020,49.6,116.05,12.41,44.57,32.04,26.32,0.58,8.36,32.27,1.38,8.41,112,Moderate
Hyderabad,20/02/2020,45.57,94.57,10.85,27.45,21.75,19.79,0.41,5.78,31.14,1.07,4.52,97,Satisfactory
Hyderabad,21/02/2020,35.27,76.37,10,22.96,18.73,17.45,0.35,6.09,32.66,0.83,4.01,86,Satisfactory
Hyderabad,22/02/2020,28.81,77.15,10.68,27.78,21.61,16.2,0.37,5.72,28.48,0.85,4.77,72,Satisfactory
Hyderabad,23/02/2020,25.6,64.14,9.89,24.85,19.69,15.89,0.39,5.8,29.68,0.7,3.62,68,Satisfactory
Hyderabad,24/02/2020,32.51,77.92,9.62,27.31,20.91,16.28,0.46,4.77,32.78,0.71,3.43,70,Satisfactory
Hyderabad,25/02/2020,42.14,107.78,10.13,28.15,21.56,20.99,0.46,8.89,31.4,0.7,4.73,86,Satisfactory
Hyderabad,26/02/2020,55.84,134.28,12.79,34.26,26.33,21.99,0.51,12.79,34.42,0.96,11.94,112,Moderate
Hyderabad,27/02/2020,38.49,108.25,9.06,33.43,23.77,16.36,0.41,10.07,36.84,0.88,10.68,108,Moderate
Hyderabad,28/02/2020,40.35,103.27,4.75,29.75,19.28,21.13,0.43,6.6,35.27,1.24,11.92,97,Satisfactory
Hyderabad,29/02/2020,42.44,94.49,3.45,25.56,16.14,21.76,0.51,4.91,33.3,1.81,8.26,91,Satisfactory
Hyderabad,01/03/2020,43.21,93.93,4.18,27.41,17.73,20.04,0.58,4.72,33.69,1.85,6.89,92,Satisfactory
Hyderabad,02/03/2020,48.6,98.66,4.74,31.95,20.68,20.01,0.59,5.26,29.23,2.41,9.2,95,Satisfactory
Hyderabad,03/03/2020,49.59,101.91,3.4,27.73,17.39,17.38,0.52,5.34,29.24,1.46,5.63,97,Satisfactory
Hyderabad,04/03/2020,46.51,109.13,10.5,29.56,22.73,20.08,0.52,8.82,26.06,2.23,8.69,106,Moderate
Hyderabad,05/03/2020,57.23,135.4,11.81,37.61,27.67,22.86,0.64,11.83,29.33,4.14,24.47,113,Moderate
Hyderabad,06/03/2020,33.87,85.6,9.46,23.4,18.67,20.08,0.44,5.21,21.86,1.52,7.51,100,Satisfactory
Hyderabad,07/03/2020,38.58,92.91,11,25.4,21.69,17.74,0.46,4.76,23.93,1.97,10.62,85,Satisfactory
Hyderabad,08/03/2020,33.94,68.49,9.05,22.05,17.67,16.43,0.46,4.69,23.97,1.65,6.78,77,Satisfactory
Hyderabad,09/03/2020,32.84,75.09,10.27,22.79,18.72,11.49,0.5,4.82,18.94,2.86,15.93,70,Satisfactory
Hyderabad,10/03/2020,25.67,60.08,9.91,21.21,17.74,11.85,0.44,4.35,21.56,1.78,7.31,65,Satisfactory
Hyderabad,11/03/2020,29.93,75.82,9.77,26.85,20.78,14.8,0.48,5.01,21.78,2.13,10.04,62,Satisfactory
Hyderabad,12/03/2020,31.53,86.96,10.01,30.61,22.99,13.76,0.58,5.55,21.14,2.89,17.29,78,Satisfactory
Hyderabad,13/03/2020,27.51,78.19,9.16,25.71,19.82,13.03,0.46,4.96,20.64,1.51,8.79,79,Satisfactory
Hyderabad,14/03/2020,33.45,83.27,10.07,28.19,21.84,14.14,0.53,6.01,20.47,2.05,11.43,75,Satisfactory
Hyderabad,15/03/2020,32.03,81.84,10.48,27.55,21.68,13.87,0.49,5.37,22.61,3.03,12.18,82,Satisfactory
Hyderabad,16/03/2020,27.86,68.18,10.8,28.5,22.5,18.46,0.53,4.57,19.88,5.01,9.98,71,Satisfactory
Hyderabad,17/03/2020,25.08,69.94,10.63,29.65,22.98,12.91,0.47,3.98,20.94,1.99,11.57,67,Satisfactory
Hyderabad,18/03/2020,26.32,68.45,11.32,31.53,24.45,11.78,0.51,5.34,20.74,1.68,7.24,67,Satisfactory
Hyderabad,19/03/2020,43.39,97.86,9.2,33.52,24.66,14.85,0.68,7.02,24.86,3.4,21.63,87,Satisfactory
Hyderabad,20/03/2020,33.71,72.83,7.05,25.04,18.77,11.25,0.52,5.39,29.44,2.05,10.16,79,Satisfactory
Hyderabad,21/03/2020,39.85,103.66,8.88,24.68,19.21,10.92,0.57,7.04,28.78,2.45,14.85,84,Satisfactory
Hyderabad,22/03/2020,38,85.6,9.58,20.45,16.82,11.33,0.49,6.38,26.93,2.88,22.98,102,Moderate
Hyderabad,23/03/2020,37.97,72.32,8,14.21,12.92,11.63,0.46,5.41,28.82,1.44,7.73,73,Satisfactory
Hyderabad,24/03/2020,28.75,59.24,7.76,12.33,11.79,10.04,0.4,6.67,28.26,1.03,5.44,66,Satisfactory
Hyderabad,25/03/2020,28.47,59.28,7.76,12.7,11.53,11.26,0.4,6.22,28.67,1.02,4.75,60,Satisfactory
Hyderabad,26/03/2020,29,60.99,7.92,12.23,11.39,9.25,0.37,5.14,29.13,1.05,7.17,59,Satisfactory
Hyderabad,27/03/2020,34.09,67.6,7.7,12.16,11.2,9,0.36,5.3,33.42,0.82,2.1,65,Satisfactory
Hyderabad,28/03/2020,36.17,67.08,3.67,11.67,8.47,10.69,0.39,6.39,36.97,1.03,2.93,70,Satisfactory
Hyderabad,29/03/2020,42.07,75.41,2.85,19.37,11.3,11.83,0.47,4.71,36.94,1.19,3.87,75,Satisfactory
Hyderabad,30/03/2020,34.79,65.96,3.05,19.35,12.19,9.62,0.41,7.11,36.78,1.04,5.76,72,Satisfactory
Hyderabad,31/03/2020,42.42,72.92,5.47,19.9,14.38,10.08,0.49,7.31,37.4,1.86,6.36,68,Satisfactory
Hyderabad,01/04/2020,47.96,83.65,3.72,19.98,13.07,11.07,0.65,6.64,35.46,1.96,8.69,87,Satisfactory
Hyderabad,02/04/2020,48.05,80.7,3.48,19.75,12.85,11.34,0.55,6.67,33.65,1.62,6.22,88,Satisfactory
Hyderabad,03/04/2020,38.13,69.42,3.8,18.95,12.23,10.45,0.51,9.04,31.37,1.54,7.82,73,Satisfactory
Hyderabad,04/04/2020,37.34,72.16,3.78,21.26,13.49,10.48,0.5,8.46,26.57,2.06,9.39,67,Satisfactory
Hyderabad,05/04/2020,30.18,57.17,5.19,16.71,12.2,11.57,0.44,8.36,27.81,1.16,4.52,66,Satisfactory
Hyderabad,06/04/2020,27.87,64.99,6.26,18.52,13.41,14.86,0.66,8.47,25.48,1.64,10.42,64,Satisfactory
Hyderabad,07/04/2020,19.76,39.6,20.04,22.67,23.9,20.62,0.8,8.49,34.09,1.19,5.02,77,Satisfactory
Hyderabad,08/04/2020,19.94,43.45,16.92,20.46,21.26,18.78,0.41,11.06,36.03,0.94,5.92,56,Satisfactory
Hyderabad,09/04/2020,29.36,61.5,23.69,25.74,26.47,15.14,0.51,9.14,29.65,2.22,15.08,59,Satisfactory
Hyderabad,10/04/2020,18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05,1,5.01,62,Satisfactory
Hyderabad,11/04/2020,23.99,43.01,10.56,27.24,21.24,13.54,0.38,6.21,23.3,1.17,7.4,55,Satisfactory
Hyderabad,12/04/2020,33.4,59.02,5.55,21.68,15.09,13.12,0.4,4.25,24.1,1.56,7.91,61,Satisfactory
Hyderabad,13/04/2020,35.21,66.35,6.95,18.03,14.06,13.2,0.41,3.48,29.34,0.94,2.5,68,Satisfactory
Hyderabad,14/04/2020,38.07,78.8,5.4,19.72,13.94,14.34,0.38,4.27,33.8,1.34,5.53,74,Satisfactory
Hyderabad,15/04/2020,33.99,68.75,5.55,18.3,13.43,11.99,0.41,4.36,34.56,1.08,4.23,74,Satisfactory
Hyderabad,16/04/2020,37.13,68.87,5.58,18.82,13.75,12.6,0.49,4.19,33.93,1.06,3.58,70,Satisfactory
Hyderabad,17/04/2020,38.44,75.93,6.43,21.35,15.53,16.41,0.51,5.07,29.02,1.16,4.45,74,Satisfactory
Hyderabad,18/04/2020,35.67,63.08,6.99,25.01,17.34,16.54,0.5,4.46,24.66,1,4.21,75,Satisfactory
Hyderabad,19/04/2020,30.21,61.21,7.75,24.42,17.97,17.69,0.38,5.75,24.31,1.08,8.07,67,Satisfactory
Hyderabad,20/04/2020,26.47,57.08,7.86,25.39,18.67,15.19,0.38,6.01,21.8,1.24,8.43,58,Satisfactory
Hyderabad,21/04/2020,22.83,42.44,8.29,29.99,21.48,22.58,0.5,6.64,20.2,1.35,9,54,Satisfactory
Hyderabad,22/04/2020,25.12,46.3,7.57,26.18,18.57,17.45,0.39,4.56,23.58,0.94,5.18,50,Good
Hyderabad,23/04/2020,27.57,62.7,7.51,24.7,17.87,14.74,0.45,4.88,23.42,2.7,13.7,53,Satisfactory
Hyderabad,24/04/2020,28.99,54.72,6.92,22.09,16.45,14.59,0.44,4.43,23.95,0.83,4.25,63,Satisfactory
Hyderabad,25/04/2020,31.76,72.38,6.91,24.4,17.63,13.7,0.46,5.65,24.59,1.81,12.8,62,Satisfactory
Hyderabad,26/04/2020,29.9,59.77,6.85,20.64,15.56,15.52,0.42,4.27,25.52,1.21,7.86,71,Satisfactory
Hyderabad,27/04/2020,23.51,56.45,6.72,21.98,16.13,11.94,0.44,3.83,26.87,1.37,9.49,56,Satisfactory
Hyderabad,28/04/2020,23.36,53.68,7.68,19.73,15.18,12.67,0.39,3.72,23.68,0.63,3.39,56,Satisfactory
Hyderabad,29/04/2020,16.03,37.73,7.11,22.21,16.46,10.4,0.41,3.67,29.77,0.69,4.17,51,Satisfactory
Hyderabad,30/04/2020,21.12,54.39,5.11,24.27,16.33,12.94,0.6,4.03,32.53,0.74,4.26,59,Satisfactory
Hyderabad,01/05/2020,22.69,53.46,5.72,22.43,15.54,13.87,0.64,4.27,27.21,1.04,7.93,67,Satisfactory
Hyderabad,02/05/2020,24.62,51.4,8.06,25.22,18.8,11.77,0.54,5.59,30.87,0.8,2.39,54,Satisfactory
Hyderabad,03/05/2020,33.03,80.72,6.32,26.32,18.2,12.42,0.49,5.04,30.42,2.04,14.96,70,Satisfactory
Hyderabad,04/05/2020,28.18,69.69,4.34,22.57,14.89,13.31,0.48,4.59,32.53,0.85,3.59,77,Satisfactory
Hyderabad,05/05/2020,31.36,75.39,6.48,24.86,17.35,13.46,0.45,4.17,32.74,1.03,8.28,71,Satisfactory
Hyderabad,06/05/2020,25.18,59.71,5.47,21.51,15.19,12.26,0.52,4.45,31.28,0.73,4.45,73,Satisfactory
Hyderabad,07/05/2020,26.84,58.71,5.48,21.67,15.26,12.1,0.41,4.3,26.6,0.82,4.84,59,Satisfactory
Hyderabad,08/05/2020,27.46,66.53,5.31,22.97,15.87,12.8,0.45,4.84,29.18,1.07,7.36,65,Satisfactory
Hyderabad,09/05/2020,29.56,61.16,5.26,21.1,14.83,11.16,0.37,5.41,31.69,1.28,8.87,69,Satisfactory
Hyderabad,10/05/2020,28.15,47.77,6.13,26.08,18.09,10.57,0.43,5.02,26.82,1.02,11.25,65,Satisfactory
Hyderabad,11/05/2020,38.65,82.55,7.1,30.29,20.61,13.24,0.53,7.01,27.77,2.84,22.77,83,Satisfactory
Hyderabad,12/05/2020,32.09,62.6,6.66,27.82,19.37,12.49,0.47,6.05,24.41,1.18,8.21,74,Satisfactory
Hyderabad,13/05/2020,24.1,54.77,6.12,24.07,16.92,9.87,0.38,4.61,25.87,0.81,6.06,64,Satisfactory
Hyderabad,14/05/2020,25.06,53.65,5.74,21.85,15.62,10.65,0.35,5.29,25.8,0.97,7.08,60,Satisfactory
Hyderabad,15/05/2020,24.12,56.89,6.46,23.33,16.59,10.57,0.34,5.38,27.84,1.34,9.9,60,Satisfactory
Hyderabad,16/05/2020,27.65,61.38,6.83,26.37,17.99,11.9,0.46,6.32,30.88,1.88,12.68,67,Satisfactory
Hyderabad,17/05/2020,32.47,72.72,6.68,28.5,19.68,12.15,0.49,5.87,31.95,2.53,19.15,70,Satisfactory
Hyderabad,18/05/2020,31.05,71.9,4.88,27.66,17.21,13.06,0.43,7.55,35.11,1.37,10.28,72,Satisfactory
Hyderabad,19/05/2020,42.41,122.45,5.65,30.17,19.56,14.39,0.52,9.4,33.8,2.55,19.63,93,Satisfactory
Hyderabad,20/05/2020,36.62,134.25,5.97,31.45,20.28,30.92,0.44,10.5,29.47,2.33,20.02,106,Moderate
Hyderabad,21/05/2020,31.59,118.03,7.65,33.69,22.31,29.77,0.43,11.4,32.1,2.6,18.13,109,Moderate
Hyderabad,22/05/2020,39.91,137.19,7.64,38.9,25.41,13.84,0.68,8.55,28.72,4.92,39.42,114,Moderate
Hyderabad,23/05/2020,44.09,147.59,6.29,35.83,22.82,16.26,0.62,8.65,35.2,3.68,29.38,122,Moderate
Hyderabad,24/05/2020,41.03,124.09,5.05,26.38,17.02,14.07,0.52,6.61,43.37,1.79,14.76,116,Moderate
Hyderabad,25/05/2020,33.07,97.27,5.23,22.72,15.57,18.83,0.44,5.94,38.23,1.02,5.27,102,Moderate
Hyderabad,26/05/2020,32.51,85.85,5.32,23.19,15.44,12.36,0.45,6.32,37.5,1.05,5.63,89,Satisfactory
Hyderabad,27/05/2020,28.66,90.2,4.95,24.26,15.94,8.61,0.44,5.46,40.38,1.77,10.52,87,Satisfactory
Hyderabad,28/05/2020,26.7,96.67,5.11,26.37,17.03,7,0.41,5.65,32.09,2.38,12.88,86,Satisfactory
Hyderabad,29/05/2020,21.07,79.56,4.82,24.05,15.88,12.99,0.34,6.1,30.78,0.84,4.94,84,Satisfactory
Hyderabad,30/05/2020,18.56,60.6,4.6,23.9,15.62,9.55,0.33,5.49,32.56,0.91,6.51,65,Satisfactory
Hyderabad,31/05/2020,25.17,60.07,8.9,27.75,19.32,10.88,0.43,4.66,25.41,1.04,6.34,67,Satisfactory
Hyderabad,01/06/2020,30,54.63,8.17,30.48,21.23,14.11,0.42,5.23,30.2,1.57,11.28,55,Satisfactory
Hyderabad,02/06/2020,16.47,31.29,7.23,23.75,16.75,14.73,0.33,4.36,29.86,1.01,6.05,79,Satisfactory
Hyderabad,03/06/2020,11.74,24.32,4.76,20.72,14,15.97,0.34,5.12,18.84,0.5,4.81,38,Good
Hyderabad,04/06/2020,13.93,28.72,5.38,18.89,13.16,13.38,0.3,5.56,21.39,0.34,1.75,33,Good
Hyderabad,05/06/2020,19.57,52.74,4.86,22.78,15.07,14.51,0.3,6.89,20.05,0.53,2.81,38,Good
Hyderabad,06/06/2020,23.02,74.58,5.54,20.88,14.47,19.79,0.29,10.04,17.59,0.59,4.03,58,Satisfactory
Hyderabad,07/06/2020,19.49,59.86,7.56,18,13.89,22.6,0.3,9.34,17.98,0.69,6.41,64,Satisfactory
Hyderabad,08/06/2020,20.2,68.79,7.27,19.5,14.29,20.52,0.32,9.69,16.57,0.69,4.84,54,Satisfactory
Hyderabad,09/06/2020,17.96,56.02,6.01,19.43,13.92,21.26,0.31,9.15,20.04,0.76,5.52,57,Satisfactory
Hyderabad,10/06/2020,20.26,42.43,7.09,21.57,16.09,15.23,0.28,5.72,17.59,1.2,8.26,48,Good
Hyderabad,11/06/2020,19.96,45.14,7.54,23.97,17.06,19.95,0.27,6.7,13.48,1.24,8.63,42,Good
Hyderabad,12/06/2020,17.19,35.96,5.99,21.01,15.04,23.05,0.28,6.02,15.47,0.8,3.5,42,Good
Hyderabad,13/06/2020,9.87,23.48,5.26,19.35,13.7,10.64,0.29,5.32,16.2,0.43,1.65,38,Good
Hyderabad,14/06/2020,9.8,22.79,5.45,19.97,14.15,11.98,0.26,6.34,17.74,0.38,3.14,32,Good
Hyderabad,15/06/2020,13.53,31.78,5.84,19.95,14.57,12.69,0.31,6.19,15.24,0.42,2.91,33,Good
Hyderabad,16/06/2020,10.31,20.76,5.49,17.7,12.66,9.12,0.31,5.28,13.05,0.29,3.21,31,Good
Hyderabad,17/06/2020,10.31,20.97,5.89,18.86,13.65,9.94,0.28,5.7,14.37,0.48,1.66,29,Good
Hyderabad,18/06/2020,14.04,33.09,5.66,18.92,13.77,9.71,0.26,5.94,13.99,0.37,1.48,30,Good
Hyderabad,19/06/2020,20.19,55.14,7.31,20.73,15.44,18.62,0.27,7.96,12.04,0.64,4.58,37,Good
Hyderabad,20/06/2020,22.5,63.77,5.78,19.96,14.55,20.92,0.26,7.71,13.86,0.66,4.44,52,Satisfactory
Hyderabad,21/06/2020,24,72.01,6.08,21.8,15.65,27.63,0.25,8.15,14.47,0.68,6.62,56,Satisfactory
Hyderabad,22/06/2020,22.91,68.3,5.72,21.71,15.23,20.05,0.26,7.86,15.94,0.83,4.15,60,Satisfactory
Hyderabad,23/06/2020,22.36,56.6,6.71,22.45,16.53,11.81,0.32,6.56,16.49,1.34,7.24,51,Satisfactory
Hyderabad,24/06/2020,21.25,45.4,7.2,24.72,17.75,7.3,0.36,5.26,20.81,0.93,6.44,51,Satisfactory
Hyderabad,25/06/2020,22.41,46.29,7.13,25.42,17.73,8.93,0.35,5.16,23.48,1.13,8.52,52,Satisfactory
